OCC_YEAR,OCC_MONTH,OCC_DOW,DIVISION,LOCATION_TYPE,PREMISES_TYPE,BIKE_TYPE,BIKE_COST,STATUS,NEIGHBOURHOOD_158
2017,June,Saturday,D55,"Single Home, House (Attach Garage, Cottage, Mobile)",House,RG,700.0,STOLEN,South Riverdale (70)
2017,June,Friday,D52,"Streets, Roads, Highways (Bicycle Path, Private Road)",Outside,MT,140.0,STOLEN,Bay-Cloverhill (169)
2017,June,Sunday,D52,"Streets, Roads, Highways (Bicycle Path, Private Road)",Outside,RC,450.0,STOLEN,Downtown Yonge East (168)
2017,June,Tuesday,D43,"Parking Lots (Apt., Commercial Or Non-Commercial)",Outside,MT,1000.0,STOLEN,Eglinton East (138)
2017,June,Sunday,D11,"Streets, Roads, Highways (Bicycle Path, Private Road)",Outside,RC,2000.0,STOLEN,Junction Area (90)
2017,June,Thursday,D14,"Apartment (Rooming House, Condo)",Apartment,RG,500.0,STOLEN,Little Portugal (84)
2017,June,Sunday,D53,"Streets, Roads, Highways (Bicycle Path, Private Road)",Outside,RG,650.0,STOLEN,Annex (95)
2017,June,Saturday,D41,"Single Home, House (Attach Garage, Cottage, Mobile)",House,MT,400.0,STOLEN,Birchcliffe-Cliffside (122)
2017,June,Sunday,D54,"Construction Site (Warehouse, Trailer, Shed)",Commercial,RG,600.0,STOLEN,Danforth East York (59)
2017,June,Saturday,D14,"Apartment (Rooming House, Condo)",Apartment,RG,250.0,STOLEN,Fort York-Liberty Village (163)
2016,August,Thursday,D52,Go Station,Transit,RG,700.0,STOLEN,St Lawrence-East Bayfront-The Islands 
2017,June,Sunday,D54,"Construction Site (Warehouse, Trailer, Shed)",Commercial,MT,,STOLEN,Danforth East York (59)
2017,June,Sunday,D14,"Streets, Roads, Highways (Bicycle Path, Private Road)",Outside,MT,450.0,STOLEN,Wellington Place (164)
2017,June,Sunday,D54,"Construction Site (Warehouse, Trailer, Shed)",Commercial,RG,,STOLEN,Danforth East York (59)
2017,June,Saturday,D41,"Single Home, House (Attach Garage, Cottage, Mobile)",House,TO,400.0,STOLEN,Birchcliffe-Cliffside (122)
2017,June,Friday,D14,"Streets, Roads, Highways (Bicycle Path, Private Road)",Outside,OT,350.0,STOLEN,Dovercourt Village (172)
2017,June,Sunday,D12,"Religious Facilities (Synagogue, Church, Convent, Mosque)",Other,OT,600.0,STOLEN,Weston (113)
2017,June,Saturday,D55,"Apartment (Rooming House, Condo)",Apartment,MT,300.0,STOLEN,South Riverdale (70)
2017,June,Sunday,D54,"Private Property Structure (Pool, Shed, Detached Garage)",Other,MT,1100.0,STOLEN,Playter Estates-Danforth (67)
2017,June,Monday,D22,Go Station,Transit,RG,100.0,STOLEN,Long Branch (19)
2017,June,Monday,D43,"Single Home, House (Attach Garage, Cottage, Mobile)",House,MT,100.0,STOLEN,Woburn North (142)
2017,June,Friday,D51,"Parking Lots (Apt., Commercial Or Non-Commercial)",Outside,RG,1500.0,STOLEN,Downtown Yonge East (168)
2017,June,Monday,D11,"Parking Lots (Apt., Commercial Or Non-Commercial)",Outside,MT,400.0,STOLEN,Junction-Wallace Emerson (171)
2017,June,Sunday,D54,"Parking Lots (Apt., Commercial Or Non-Commercial)",Outside,RG,700.0,STOLEN,Broadview North (57)
2017,June,Friday,D51,"Parking Lots (Apt., Commercial Or Non-Commercial)",Outside,MT,1600.0,STOLEN,Downtown Yonge East (168)
2017,June,Monday,D51,"Single Home, House (Attach Garage, Cottage, Mobile)",House,RG,400.0,STOLEN,Moss Park (73)
2017,June,Saturday,D14,"Streets, Roads, Highways (Bicycle Path, Private Road)",Outside,RG,300.0,STOLEN,Kensington-Chinatown (78)
2017,June,Sunday,D12,"Private Property Structure (Pool, Shed, Detached Garage)",Other,OT,,STOLEN,Rockcliffe-Smythe (111)
2017,June,Saturday,D32,"Private Property Structure (Pool, Shed, Detached Garage)",Other,FO,,STOLEN,Newtonbrook West (36)
2017,June,Monday,D52,"Streets, Roads, Highways (Bicycle Path, Private Road)",Outside,MT,2000.0,STOLEN,Yonge-Bay Corridor (170)
2017,June,Sunday,D12,"Private Property Structure (Pool, Shed, Detached Garage)",Other,RC,750.0,STOLEN,Rockcliffe-Smythe (111)
2017,June,Sunday,D12,"Private Property Structure (Pool, Shed, Detached Garage)",Other,RC,1700.0,STOLEN,Rockcliffe-Smythe (111)
2017,June,Saturday,D14,"Streets, Roads, Highways (Bicycle Path, Private Road)",Outside,RC,1600.0,STOLEN,Palmerston-Little Italy (80)
2017,June,Monday,D51,Schools During Supervised Activity,Educational,OT,500.0,STOLEN,Downtown Yonge East (168)
2017,June,Saturday,D52,"Streets, Roads, Highways (Bicycle Path, Private Road)",Outside,TO,400.0,STOLEN,Wellington Place (164)
2017,May,Tuesday,D22,"Apartment (Rooming House, Condo)",Apartment,RG,700.0,STOLEN,Long Branch (19)
2017,June,Wednesday,D14,"Apartment (Rooming House, Condo)",Apartment,MT,500.0,STOLEN,Fort York-Liberty Village (163)
2017,June,Monday,D51,Schools During Supervised Activity,Educational,RG,200.0,STOLEN,Moss Park (73)
2017,June,Tuesday,D52,"Open Areas (Lakes, Parks, Rivers)",Outside,RC,1.0,STOLEN,Wellington Place (164)
2017,June,Tuesday,D54,"Private Property Structure (Pool, Shed, Detached Garage)",Other,MT,250.0,STOLEN,Woodbine-Lumsden (60)
2017,June,Tuesday,D14,"Other Commercial / Corporate Places (For Profit, Warehouse, Corp. Bldg",Commercial,RG,75.0,STOLEN,Dufferin Grove (83)
2017,June,Monday,D52,Unknown,Other,MT,1000.0,STOLEN,St Lawrence-East Bayfront-The Islands 
2017,June,Sunday,D11,"Private Property Structure (Pool, Shed, Detached Garage)",Other,MT,500.0,STOLEN,Roncesvalles (86)
2017,June,Monday,D52,"Streets, Roads, Highways (Bicycle Path, Private Road)",Outside,OT,500.0,STOLEN,Bay-Cloverhill (169)
2017,June,Saturday,D22,"Parking Lots (Apt., Commercial Or Non-Commercial)",Outside,MT,3000.0,STOLEN,Alderwood (20)
2017,June,Saturday,D51,"Streets, Roads, Highways (Bicycle Path, Private Road)",Outside,RG,400.0,STOLEN,Downtown Yonge East (168)
2017,June,Tuesday,D55,"Single Home, House (Attach Garage, Cottage, Mobile)",House,RG,400.0,STOLEN,Blake-Jones (69)
2017,June,Thursday,D52,"Parking Lots (Apt., Commercial Or Non-Commercial)",Outside,RG,600.0,STOLEN,Harbourfront-CityPlace (165)
2017,June,Monday,D11,"Single Home, House (Attach Garage, Cottage, Mobile)",House,OT,349.0,STOLEN,Dufferin Grove (83)
2017,June,Monday,D13,"Streets, Roads, Highways (Bicycle Path, Private Road)",Outside,OT,700.0,STOLEN,Forest Hill South (101)
2017,June,Tuesday,D52,Universities / Colleges,Educational,RG,900.0,STOLEN,Kensington-Chinatown (78)
2017,June,Sunday,D22,"Apartment (Rooming House, Condo)",Apartment,OT,600.0,STOLEN,Markland Wood (12)
2017,June,Tuesday,D52,"Streets, Roads, Highways (Bicycle Path, Private Road)",Outside,TO,2000.0,STOLEN,Bay-Cloverhill (169)
2017,June,Sunday,D52,"Other Commercial / Corporate Places (For Profit, Warehouse, Corp. Bldg",Commercial,RG,175.0,STOLEN,St Lawrence-East Bayfront-The Islands 
2017,June,Monday,D11,"Single Home, House (Attach Garage, Cottage, Mobile)",House,MT,1500.0,STOLEN,Dufferin Grove (83)
2017,June,Monday,D53,"Streets, Roads, Highways (Bicycle Path, Private Road)",Outside,RG,1250.0,STOLEN,Annex (95)
2017,June,Monday,D14,"Apartment (Rooming House, Condo)",Apartment,RG,699.0,STOLEN,NSA
2017,June,Wednesday,D33,"Parking Lots (Apt., Commercial Or Non-Commercial)",Outside,MT,200.0,STOLEN,Parkwoods-O'Connor Hills (149)
2017,June,Friday,D32,"Other Commercial / Corporate Places (For Profit, Warehouse, Corp. Bldg",Commercial,MT,800.0,STOLEN,Lawrence Park North (105)
2017,June,Monday,D33,"Other Commercial / Corporate Places (For Profit, Warehouse, Corp. Bldg",Commercial,MT,700.0,STOLEN,Bayview Village (52)
2017,June,Wednesday,D14,Bar / Restaurant,Commercial,TO,1800.0,STOLEN,Kensington-Chinatown (78)
2017,June,Monday,D51,"Apartment (Rooming House, Condo)",Apartment,MT,539.989990234375,STOLEN,Moss Park (73)
2017,June,Wednesday,D31,"Streets, Roads, Highways (Bicycle Path, Private Road)",Outside,MT,,UNKNOWN,York University Heights (27)
2017,June,Wednesday,D51,"Streets, Roads, Highways (Bicycle Path, Private Road)",Outside,MT,2000.0,STOLEN,Church-Wellesley (167)
2017,June,Tuesday,D52,"Streets, Roads, Highways (Bicycle Path, Private Road)",Outside,RG,70.0,STOLEN,Kensington-Chinatown (78)
2017,June,Wednesday,D52,"Other Commercial / Corporate Places (For Profit, Warehouse, Corp. Bldg",Commercial,RC,400.0,STOLEN,Yonge-Bay Corridor (170)
2017,June,Wednesday,D54,"Streets, Roads, Highways (Bicycle Path, Private Road)",Outside,RG,300.0,STOLEN,Danforth (66)
2017,June,Monday,D32,"Single Home, House (Attach Garage, Cottage, Mobile)",House,MT,500.0,STOLEN,East Willowdale (152)
2017,June,Tuesday,D43,"Single Home, House (Attach Garage, Cottage, Mobile)",House,OT,5000.0,STOLEN,Scarborough Village (139)
2017,June,Tuesday,D14,"Streets, Roads, Highways (Bicycle Path, Private Road)",Outside,MT,850.0,STOLEN,Fort York-Liberty Village (163)
2017,June,Sunday,D31,"Parking Lots (Apt., Commercial Or Non-Commercial)",Outside,EL,,STOLEN,Glenfield-Jane Heights (25)
2017,June,Wednesday,D31,"Streets, Roads, Highways (Bicycle Path, Private Road)",Outside,TO,,UNKNOWN,York University Heights (27)
2017,June,Wednesday,D31,"Streets, Roads, Highways (Bicycle Path, Private Road)",Outside,MT,,UNKNOWN,York University Heights (27)
2017,June,Tuesday,D43,"Single Home, House (Attach Garage, Cottage, Mobile)",House,MT,3000.0,STOLEN,Scarborough Village (139)
2017,June,Tuesday,D31,"Other Commercial / Corporate Places (For Profit, Warehouse, Corp. Bldg",Commercial,MT,200.0,STOLEN,Oakdale-Beverley Heights (154)
2017,June,Tuesday,D43,"Single Home, House (Attach Garage, Cottage, Mobile)",House,MT,1000.0,STOLEN,Scarborough Village (139)
2017,June,Tuesday,D14,"Streets, Roads, Highways (Bicycle Path, Private Road)",Outside,RG,200.0,STOLEN,Harbourfront-CityPlace (165)
2017,June,Tuesday,D11,"Apartment (Rooming House, Condo)",Apartment,RG,250.0,STOLEN,Dufferin Grove (83)
2017,June,Tuesday,D55,"Single Home, House (Attach Garage, Cottage, Mobile)",House,OT,500.0,STOLEN,South Riverdale (70)
2017,June,Tuesday,D55,"Single Home, House (Attach Garage, Cottage, Mobile)",House,OT,70.0,STOLEN,Blake-Jones (69)
2017,June,Sunday,D51,"Parking Lots (Apt., Commercial Or Non-Commercial)",Outside,RC,200.0,STOLEN,Moss Park (73)
2017,June,Wednesday,D52,"Other Commercial / Corporate Places (For Profit, Warehouse, Corp. Bldg",Commercial,RC,400.0,STOLEN,NSA
2017,June,Monday,D51,"Streets, Roads, Highways (Bicycle Path, Private Road)",Outside,MT,500.0,STOLEN,Moss Park (73)
2017,June,Wednesday,D52,"Streets, Roads, Highways (Bicycle Path, Private Road)",Outside,RG,700.0,STOLEN,Yonge-Bay Corridor (170)
2017,June,Wednesday,D51,"Open Areas (Lakes, Parks, Rivers)",Outside,OT,100.0,STOLEN,Moss Park (73)
2017,June,Tuesday,D14,Schools During Supervised Activity,Educational,RC,0.0,STOLEN,South Parkdale (85)
2017,March,Friday,D51,"Other Commercial / Corporate Places (For Profit, Warehouse, Corp. Bldg",Commercial,OT,0.0,STOLEN,North St.James Town (74)
2017,June,Wednesday,D32,"Streets, Roads, Highways (Bicycle Path, Private Road)",Outside,RG,600.0,STOLEN,Lawrence Park North (105)
2017,June,Thursday,D53,"Apartment (Rooming House, Condo)",Apartment,OT,6000.0,STOLEN,Rosedale-Moore Park (98)
2017,June,Wednesday,D51,"Hospital / Institutions / Medical Facilities (Clinic, Dentist, Morgue)",Other,RG,600.0,STOLEN,NSA
2017,June,Wednesday,D32,Ttc Subway Station,Transit,MT,299.0,STOLEN,Downsview (155)
2017,June,Thursday,D53,"Apartment (Rooming House, Condo)",Apartment,OT,5000.0,STOLEN,Rosedale-Moore Park (98)
2017,June,Wednesday,D51,"Streets, Roads, Highways (Bicycle Path, Private Road)",Outside,RG,700.0,STOLEN,Moss Park (73)
2017,June,Friday,D14,"Other Commercial / Corporate Places (For Profit, Warehouse, Corp. Bldg",Commercial,RG,350.0,STOLEN,Annex (95)
2017,June,Thursday,D52,"Other Commercial / Corporate Places (For Profit, Warehouse, Corp. Bldg",Commercial,OT,300.0,STOLEN,Wellington Place (164)
2017,June,Saturday,D51,"Streets, Roads, Highways (Bicycle Path, Private Road)",Outside,FO,800.0,STOLEN,Regent Park (72)
2017,June,Thursday,D51,"Hospital / Institutions / Medical Facilities (Clinic, Dentist, Morgue)",Other,RC,800.0,STOLEN,Downtown Yonge East (168)
2017,June,Wednesday,D52,"Streets, Roads, Highways (Bicycle Path, Private Road)",Outside,OT,389.989990234375,STOLEN,Wellington Place (164)
2017,June,Tuesday,D52,"Other Commercial / Corporate Places (For Profit, Warehouse, Corp. Bldg",Commercial,MT,225.990005493164,STOLEN,St Lawrence-East Bayfront-The Islands 
2017,March,Friday,D51,"Other Commercial / Corporate Places (For Profit, Warehouse, Corp. Bldg",Commercial,RG,0.0,STOLEN,North St.James Town (74)
2017,June,Thursday,D14,"Single Home, House (Attach Garage, Cottage, Mobile)",House,OT,100.0,STOLEN,Palmerston-Little Italy (80)
2017,March,Friday,D51,"Other Commercial / Corporate Places (For Profit, Warehouse, Corp. Bldg",Commercial,MT,0.0,STOLEN,North St.James Town (74)
2017,June,Thursday,D11,"Parking Lots (Apt., Commercial Or Non-Commercial)",Outside,RG,395.0,STOLEN,Dufferin Grove (83)
2017,March,Friday,D51,"Other Commercial / Corporate Places (For Profit, Warehouse, Corp. Bldg",Commercial,MT,0.0,STOLEN,North St.James Town (74)
2017,June,Thursday,D14,"Single Home, House (Attach Garage, Cottage, Mobile)",House,OT,600.0,STOLEN,Palmerston-Little Italy (80)
2017,March,Friday,D51,"Other Commercial / Corporate Places (For Profit, Warehouse, Corp. Bldg",Commercial,BM,0.0,STOLEN,North St.James Town (74)
2017,June,Thursday,D14,"Streets, Roads, Highways (Bicycle Path, Private Road)",Outside,RG,399.899993896484,STOLEN,Palmerston-Little Italy (80)
2017,June,Friday,D52,"Streets, Roads, Highways (Bicycle Path, Private Road)",Outside,FO,200.0,STOLEN,Yonge-Bay Corridor (170)
2017,June,Friday,D51,"Streets, Roads, Highways (Bicycle Path, Private Road)",Outside,OT,800.0,STOLEN,North St.James Town (74)
2017,June,Thursday,D55,"Streets, Roads, Highways (Bicycle Path, Private Road)",Outside,TO,900.0,STOLEN,NSA
2017,June,Wednesday,D51,"Bank And Other Financial Institutions (Money Mart, Tsx)",Commercial,EL,5000.0,STOLEN,Downtown Yonge East (168)
2017,June,Saturday,D14,"Apartment (Rooming House, Condo)",Apartment,TO,666.690002441406,STOLEN,Fort York-Liberty Village (163)
2017,June,Saturday,D14,"Single Home, House (Attach Garage, Cottage, Mobile)",House,TO,1500.0,STOLEN,University (79)
2017,June,Monday,D22,"Parking Lots (Apt., Commercial Or Non-Commercial)",Outside,MT,360.0,STOLEN,Islington (158)
2017,June,Friday,D22,"Apartment (Rooming House, Condo)",Apartment,MT,1600.0,STOLEN,Etobicoke West Mall (13)
2017,June,Thursday,D14,Homeless Shelter / Mission,Other,EL,1100.0,STOLEN,Kensington-Chinatown (78)
2017,June,Friday,D52,Universities / Colleges,Educational,MT,,STOLEN,University (79)
2017,June,Saturday,D14,"Single Home, House (Attach Garage, Cottage, Mobile)",House,TO,2200.0,STOLEN,University (79)
2017,June,Thursday,D52,Universities / Colleges,Educational,RG,650.0,STOLEN,University (79)
2017,June,Thursday,D51,"Other Commercial / Corporate Places (For Profit, Warehouse, Corp. Bldg",Commercial,MT,500.0,STOLEN,Church-Wellesley (167)
2017,June,Monday,D52,Universities / Colleges,Educational,MT,100.0,STOLEN,University (79)
2017,June,Friday,D32,"Parking Lots (Apt., Commercial Or Non-Commercial)",Outside,RG,621.489990234375,STOLEN,Newtonbrook West (36)
2017,June,Saturday,D52,"Streets, Roads, Highways (Bicycle Path, Private Road)",Outside,MT,800.0,STOLEN,Bay-Cloverhill (169)
2017,June,Saturday,D52,"Streets, Roads, Highways (Bicycle Path, Private Road)",Outside,MT,750.0,STOLEN,St Lawrence-East Bayfront-The Islands 
2017,June,Tuesday,D11,"Other Commercial / Corporate Places (For Profit, Warehouse, Corp. Bldg",Commercial,RG,350.0,STOLEN,Junction-Wallace Emerson (171)
2017,April,Saturday,D11,"Private Property Structure (Pool, Shed, Detached Garage)",Other,RG,500.0,STOLEN,Roncesvalles (86)
2017,June,Wednesday,D23,"Other Commercial / Corporate Places (For Profit, Warehouse, Corp. Bldg",Commercial,SC,2300.0,STOLEN,Mount Olive-Silverstone-Jamestown (2)
2017,June,Saturday,D52,"Other Commercial / Corporate Places (For Profit, Warehouse, Corp. Bldg",Commercial,RC,2000.0,STOLEN,Wellington Place (164)
2017,June,Wednesday,D41,"Parking Lots (Apt., Commercial Or Non-Commercial)",Outside,SC,,STOLEN,Cliffcrest (123)
2017,June,Friday,D53,"Single Home, House (Attach Garage, Cottage, Mobile)",House,MT,800.0,STOLEN,Lawrence Park South (103)
2017,June,Saturday,D52,"Other Commercial / Corporate Places (For Profit, Warehouse, Corp. Bldg",Commercial,RG,479.0,STOLEN,Bay-Cloverhill (169)
2017,June,Friday,D14,"Streets, Roads, Highways (Bicycle Path, Private Road)",Outside,OT,600.0,STOLEN,University (79)
2017,June,Tuesday,D14,"Private Property Structure (Pool, Shed, Detached Garage)",Other,OT,800.0,STOLEN,Annex (95)
2017,June,Saturday,D14,Schools During Supervised Activity,Educational,MT,550.0,STOLEN,University (79)
2017,April,Saturday,D11,"Private Property Structure (Pool, Shed, Detached Garage)",Other,RG,590.0,STOLEN,Roncesvalles (86)
2017,June,Friday,D41,"Single Home, House (Attach Garage, Cottage, Mobile)",House,BM,350.0,STOLEN,Cliffcrest (123)
2017,June,Friday,D41,"Single Home, House (Attach Garage, Cottage, Mobile)",House,MT,680.0,STOLEN,Cliffcrest (123)
2017,June,Saturday,D22,"Other Commercial / Corporate Places (For Profit, Warehouse, Corp. Bldg",Commercial,EL,2500.0,STOLEN,Mimico-Queensway (160)
2017,June,Saturday,D51,"Single Home, House (Attach Garage, Cottage, Mobile)",House,TO,1500.0,STOLEN,Moss Park (73)
2017,June,Saturday,D14,"Streets, Roads, Highways (Bicycle Path, Private Road)",Outside,RC,,UNKNOWN,Little Portugal (84)
2017,June,Saturday,D51,"Streets, Roads, Highways (Bicycle Path, Private Road)",Outside,RC,1200.0,STOLEN,Church-Wellesley (167)
2017,June,Sunday,D55,"Parking Lots (Apt., Commercial Or Non-Commercial)",Outside,MT,1500.0,STOLEN,Blake-Jones (69)
2017,June,Wednesday,D31,Go Station,Transit,RG,600.0,STOLEN,NSA
2017,June,Saturday,D52,"Streets, Roads, Highways (Bicycle Path, Private Road)",Outside,RG,300.0,STOLEN,Wellington Place (164)
2017,June,Sunday,D52,"Streets, Roads, Highways (Bicycle Path, Private Road)",Outside,RG,,RECOVERED,NSA
2017,June,Saturday,D52,"Streets, Roads, Highways (Bicycle Path, Private Road)",Outside,MT,250.0,STOLEN,Yonge-Bay Corridor (170)
2017,June,Saturday,D51,"Streets, Roads, Highways (Bicycle Path, Private Road)",Outside,RC,1200.0,STOLEN,Church-Wellesley (167)
2017,June,Sunday,D53,"Streets, Roads, Highways (Bicycle Path, Private Road)",Outside,MT,0.0,STOLEN,Annex (95)
2017,June,Saturday,D42,"Single Home, House (Attach Garage, Cottage, Mobile)",House,MT,50.0,UNKNOWN,L'Amoreaux West (147)
2017,June,Saturday,D52,"Streets, Roads, Highways (Bicycle Path, Private Road)",Outside,MT,629.0,STOLEN,Wellington Place (164)
2017,June,Monday,D11,"Other Commercial / Corporate Places (For Profit, Warehouse, Corp. Bldg",Commercial,RG,1000.0,STOLEN,Little Portugal (84)
2017,June,Monday,D51,"Apartment (Rooming House, Condo)",Apartment,SC,1600.0,STOLEN,North St.James Town (74)
2017,June,Sunday,D14,"Streets, Roads, Highways (Bicycle Path, Private Road)",Outside,EL,1800.0,STOLEN,Kensington-Chinatown (78)
2017,June,Friday,D52,"Streets, Roads, Highways (Bicycle Path, Private Road)",Outside,OT,700.0,STOLEN,Yonge-Bay Corridor (170)
2017,June,Sunday,D51,"Other Commercial / Corporate Places (For Profit, Warehouse, Corp. Bldg",Commercial,EL,1200.0,STOLEN,North St.James Town (74)
2017,June,Saturday,D51,"Single Home, House (Attach Garage, Cottage, Mobile)",House,RC,500.0,STOLEN,Moss Park (73)
2017,June,Thursday,D14,"Other Commercial / Corporate Places (For Profit, Warehouse, Corp. Bldg",Commercial,OT,1000.0,STOLEN,Wellington Place (164)
2017,June,Saturday,D54,"Apartment (Rooming House, Condo)",Apartment,OT,380.0,STOLEN,Playter Estates-Danforth (67)
2017,June,Sunday,D55,"Other Commercial / Corporate Places (For Profit, Warehouse, Corp. Bldg",Commercial,OT,120.0,STOLEN,South Riverdale (70)
2017,June,Monday,D51,"Streets, Roads, Highways (Bicycle Path, Private Road)",Outside,TO,1000.0,STOLEN,Church-Wellesley (167)
2017,June,Friday,D14,"Other Commercial / Corporate Places (For Profit, Warehouse, Corp. Bldg",Commercial,MT,100.0,STOLEN,Harbourfront-CityPlace (165)
2017,June,Monday,D52,"Apartment (Rooming House, Condo)",Apartment,MT,1200.0,STOLEN,Kensington-Chinatown (78)
2017,June,Monday,D14,"Streets, Roads, Highways (Bicycle Path, Private Road)",Outside,BM,700.0,STOLEN,Annex (95)
2017,June,Monday,D33,"Group Homes (Non-Profit, Halfway House, Social Agency)",Other,MT,0.0,STOLEN,Bayview Village (52)
2017,June,Friday,D51,"Other Commercial / Corporate Places (For Profit, Warehouse, Corp. Bldg",Commercial,MT,350.0,STOLEN,Moss Park (73)
2017,June,Thursday,D52,"Other Commercial / Corporate Places (For Profit, Warehouse, Corp. Bldg",Commercial,RG,650.0,STOLEN,University (79)
2017,June,Monday,D52,"Streets, Roads, Highways (Bicycle Path, Private Road)",Outside,RG,0.0,STOLEN,NSA
2017,June,Monday,D41,"Single Home, House (Attach Garage, Cottage, Mobile)",House,EL,,STOLEN,Birchcliffe-Cliffside (122)
2017,June,Monday,D52,"Streets, Roads, Highways (Bicycle Path, Private Road)",Outside,MT,300.0,STOLEN,Yonge-Bay Corridor (170)
2017,June,Monday,D43,"Open Areas (Lakes, Parks, Rivers)",Outside,RC,,STOLEN,West Hill (136)
2017,June,Monday,D54,"Single Home, House (Attach Garage, Cottage, Mobile)",House,EL,1200.0,STOLEN,Taylor-Massey (61)
2017,June,Monday,D23,Universities / Colleges,Educational,RC,784.0,STOLEN,West Humber-Clairville (1)
2017,June,Monday,D14,"Other Commercial / Corporate Places (For Profit, Warehouse, Corp. Bldg",Commercial,RC,1680.0,STOLEN,Dovercourt Village (172)
2017,June,Monday,D32,"Parking Lots (Apt., Commercial Or Non-Commercial)",Outside,MT,1799.0,STOLEN,Lansing-Westgate (38)
2017,June,Saturday,D52,Go Station,Transit,MT,750.0,STOLEN,St Lawrence-East Bayfront-The Islands 
2017,June,Sunday,D52,Universities / Colleges,Educational,RC,600.0,STOLEN,University (79)
2017,June,Monday,D43,"Open Areas (Lakes, Parks, Rivers)",Outside,MT,,STOLEN,West Hill (136)
2017,June,Saturday,D14,"Streets, Roads, Highways (Bicycle Path, Private Road)",Outside,RG,850.0,STOLEN,Palmerston-Little Italy (80)
2017,June,Monday,D52,"Streets, Roads, Highways (Bicycle Path, Private Road)",Outside,RC,1000.0,STOLEN,Harbourfront-CityPlace (165)
2017,June,Wednesday,D51,"Streets, Roads, Highways (Bicycle Path, Private Road)",Outside,MT,600.0,STOLEN,Downtown Yonge East (168)
2017,June,Thursday,D14,"Single Home, House (Attach Garage, Cottage, Mobile)",House,EL,1600.0,STOLEN,Little Portugal (84)
2017,June,Sunday,D51,"Other Commercial / Corporate Places (For Profit, Warehouse, Corp. Bldg",Commercial,EL,1200.0,STOLEN,North St.James Town (74)
2017,June,Monday,D51,"Other Commercial / Corporate Places (For Profit, Warehouse, Corp. Bldg",Commercial,OT,300.0,STOLEN,Church-Wellesley (167)
2017,June,Monday,D14,"Streets, Roads, Highways (Bicycle Path, Private Road)",Outside,BM,700.0,STOLEN,Annex (95)
2017,June,Saturday,D53,"Other Commercial / Corporate Places (For Profit, Warehouse, Corp. Bldg",Commercial,RG,281.899993896484,STOLEN,Annex (95)
2017,June,Monday,D14,"Streets, Roads, Highways (Bicycle Path, Private Road)",Outside,BM,0.0,STOLEN,Annex (95)
2017,May,Wednesday,D52,"Streets, Roads, Highways (Bicycle Path, Private Road)",Outside,MT,1200.0,STOLEN,Kensington-Chinatown (78)
2017,June,Monday,D32,Go Station,Transit,RG,270.0,STOLEN,Newtonbrook East (50)
2017,May,Wednesday,D52,"Streets, Roads, Highways (Bicycle Path, Private Road)",Outside,MT,1200.0,STOLEN,Kensington-Chinatown (78)
2017,June,Tuesday,D51,"Apartment (Rooming House, Condo)",Apartment,MT,390.0,STOLEN,Downtown Yonge East (168)
2017,June,Monday,D14,"Single Home, House (Attach Garage, Cottage, Mobile)",House,MT,850.0,STOLEN,Trinity-Bellwoods (81)
2017,June,Friday,D22,"Parking Lots (Apt., Commercial Or Non-Commercial)",Outside,OT,2800.0,STOLEN,Long Branch (19)
2017,June,Sunday,D14,"Apartment (Rooming House, Condo)",Apartment,TO,279.0,STOLEN,West Queen West (162)
2017,June,Tuesday,D51,"Streets, Roads, Highways (Bicycle Path, Private Road)",Outside,RC,1000.0,STOLEN,Church-Wellesley (167)
2017,June,Tuesday,D22,"Single Home, House (Attach Garage, Cottage, Mobile)",House,TO,700.0,STOLEN,Princess-Rosethorn (10)
2017,June,Tuesday,D51,"Other Commercial / Corporate Places (For Profit, Warehouse, Corp. Bldg",Commercial,RG,795.0,STOLEN,St Lawrence-East Bayfront-The Islands 
2017,June,Wednesday,D32,"Private Property Structure (Pool, Shed, Detached Garage)",Other,MT,640.0,STOLEN,Lawrence Park North (105)
2017,June,Wednesday,D32,"Private Property Structure (Pool, Shed, Detached Garage)",Other,TO,650.0,STOLEN,Lawrence Park North (105)
2017,June,Tuesday,D22,Ttc Subway Station,Transit,TO,1200.0,STOLEN,Kingsway South (15)
2017,June,Saturday,D22,"Other Commercial / Corporate Places (For Profit, Warehouse, Corp. Bldg",Commercial,MT,2000.0,STOLEN,Humber Bay Shores (161)
2017,June,Wednesday,D52,Bar / Restaurant,Commercial,RC,2500.0,STOLEN,St Lawrence-East Bayfront-The Islands 
2017,June,Tuesday,D14,"Parking Lots (Apt., Commercial Or Non-Commercial)",Outside,RC,900.0,STOLEN,West Queen West (162)
2017,June,Tuesday,D22,"Other Commercial / Corporate Places (For Profit, Warehouse, Corp. Bldg",Commercial,MT,350.0,STOLEN,Humber Bay Shores (161)
2017,June,Wednesday,D32,"Private Property Structure (Pool, Shed, Detached Garage)",Other,RC,1600.0,STOLEN,Lawrence Park North (105)
2017,June,Wednesday,D51,"Streets, Roads, Highways (Bicycle Path, Private Road)",Outside,MT,800.0,STOLEN,Downtown Yonge East (168)
2017,June,Tuesday,D14,"Single Home, House (Attach Garage, Cottage, Mobile)",House,RG,350.0,STOLEN,Trinity-Bellwoods (81)
2017,June,Tuesday,D22,"Apartment (Rooming House, Condo)",Apartment,OT,600.0,RECOVERED,Humber Bay Shores (161)
